fibrosis_type,density,fiber_angle_deg,trials,successes,failures
Interstitial,0.75,0,100,5,95
Interstitial,0.75,30,100,3,97
Interstitial,0.75,60,100,15,85
Interstitial,0.75,90,100,38,62
Interstitial,0.8,0,100,5,95
Interstitial,0.8,30,100,11,89
Interstitial,0.8,60,100,23,77
Interstitial,0.8,90,100,13,87
Interstitial,0.85,0,100,0,100
Interstitial,0.85,30,100,2,98
Interstitial,0.85,60,100,0,100
Interstitial,0.85,90,100,0,100
Interstitial,0.9,0,100,0,100
Interstitial,0.9,30,100,0,100
Interstitial,0.9,60,100,0,100
Interstitial,0.9,90,100,0,100
Patchy,0.4,0,100,0,100
Patchy,0.4,30,100,0,100
Patchy,0.4,60,100,0,100
Patchy,0.4,90,100,0,100
Patchy,0.45,0,100,0,100
Patchy,0.45,30,100,0,100
Patchy,0.45,60,100,0,100
Patchy,0.45,90,100,0,100
Patchy,0.5,0,100,0,100
Patchy,0.5,30,100,0,100
Patchy,0.5,60,100,0,100
Patchy,0.5,90,100,1,99
Patchy,0.55,0,100,0,100
Patchy,0.55,30,100,0,100
Patchy,0.55,60,100,0,100
Patchy,0.55,90,100,1,99
Patchy,0.6,0,100,0,100
Patchy,0.6,30,100,0,100
Patchy,0.6,60,100,1,99
Patchy,0.6,90,100,0,100
Patchy,0.65,0,100,0,100
Patchy,0.65,30,100,0,100
Patchy,0.65,60,100,0,100
Patchy,0.65,90,100,4,96
Patchy,0.7,0,100,1,99
Patchy,0.7,30,100,0,100
Patchy,0.7,60,100,1,99
Patchy,0.7,90,100,9,91
Patchy,0.75,0,100,2,98
Patchy,0.75,30,100,2,98
Patchy,0.75,60,100,11,89
Patchy,0.75,90,100,23,77
Patchy,0.8,0,100,2,98
Patchy,0.8,30,100,3,97
Patchy,0.8,60,100,14,86
Patchy,0.8,90,100,21,79
Patchy,0.85,0,100,2,98
Patchy,0.85,30,100,2,98
Patchy,0.85,60,100,10,90
Patchy,0.85,90,100,7,93
Patchy,0.9,0,100,0,100
Patchy,0.9,30,100,0,100
Patchy,0.9,60,100,0,100
Patchy,0.9,90,100,0,100
Stochastic,0.4,0,100,0,100
Stochastic,0.4,30,100,0,100
Stochastic,0.4,60,100,0,100
Stochastic,0.4,90,100,0,100
Stochastic,0.45,0,100,0,100
Stochastic,0.45,30,100,0,100
Stochastic,0.45,60,100,0,100
Stochastic,0.45,90,100,0,100
Stochastic,0.5,0,100,0,100
Stochastic,0.5,30,100,0,100
Stochastic,0.5,60,100,0,100
Stochastic,0.5,90,100,0,100
Stochastic,0.55,0,100,0,100
Stochastic,0.55,30,100,0,100
Stochastic,0.55,60,100,0,100
Stochastic,0.55,90,100,0,100
Stochastic,0.6,0,100,0,100
Stochastic,0.6,30,100,0,100
Stochastic,0.6,60,100,72,28
Stochastic,0.6,90,100,0,100
Stochastic,0.65,0,100,0,100
Stochastic,0.65,30,100,94,6
Stochastic,0.65,60,100,0,100
Stochastic,0.65,90,100,0,100
Stochastic,0.7,0,100,0,100
Stochastic,0.7,30,100,0,100
Stochastic,0.7,60,100,0,100
Stochastic,0.7,90,100,0,100
Stochastic,0.75,0,100,0,100
Stochastic,0.75,30,100,0,100
Stochastic,0.75,60,100,0,100
Stochastic,0.75,90,100,0,100
Stochastic,0.8,0,100,0,100
Stochastic,0.8,30,100,0,100
Stochastic,0.8,60,100,0,100
Stochastic,0.8,90,100,0,100
Stochastic,0.85,0,100,0,100
Stochastic,0.85,30,100,0,100
Stochastic,0.85,60,100,0,100
Stochastic,0.85,90,100,0,100
Stochastic,0.9,0,100,0,100
Stochastic,0.9,30,100,0,100
Stochastic,0.9,60,100,0,100
Stochastic,0.9,90,100,0,100
